id,recording,species,songtype,x1,y1,x2,y2,dur,bw
15647,00116.wav,Vireo gilvus,Common Song,0.0373180551254258,1946,1.7352895633323,5394,1.7,3448
15648,00117.wav,Vireo gilvus,Common Song,7.78496232269504,2057,9.85472074468085,6003,2.1,3946.3
15649,00117.wav,Vireo gilvus,Common Song,17.5195035460993,1834,20.1634530141844,5860,2.6,4025.7
15650,00118.wav,Vireo gilvus,Common Song,6.81800302571861,1839,9.88063540090772,5572,3.1,3732.5
15651,00119.wav,Vireo gilvus,Common Song,17.2027117884357,2149,21.1455625280143,6595,3.9,4446
15653,00119.wav,Vireo gilvus,Common Song,43.2363290004482,2287,45.9909233527566,6658,2.8,4371.9
15656,00120.wav,Vireo gilvus,Common Song,38.6158301158301,2288,40.7288449163449,5612,2.1,3323.7
15657,00121.wav,Vireo gilvus,Common Song,3.36839109537061,2432,5.25834809005818,5532,1.9,3100.2
15658,00122.wav,Vireo gilvus,Common Song,5.53533568904594,1835,8.37396937573616,5804,2.8,3969.3
15659,00122.wav,Vireo gilvus,Common Song,27.9841970946211,2246,30.6572438162544,5915,2.7,3669.3
15660,00122.wav,Vireo gilvus,Common Song,37.1387907341971,2118,39.4806635257165,5898,2.3,3780.7
15661,00123.wav,Vireo gilvus,Common Song,47.4426675977654,2052,49.5800279329609,6867,2.1,4815.3
