id,recording,species,songtype,x1,y1,x2,y2,dur,bw
13430,00148.wav,Wilsonia pusilla,Common Song,42.1915169052696,3789,43.7697989643619,8011,1.6,4221.8
13431,00149.wav,Wilsonia pusilla,Common Song,52.0810829817159,3711,53.5555555555556,8304,1.5,4592.9
13432,00150.wav,Wilsonia pusilla,Common Song,33.1498268807051,3935,34.5152659741895,8395,1.4,4459.3
13433,00151.wav,Wilsonia pusilla,Common Song,41.3206261510129,3804,43.1403314917127,8813,1.8,5009.4
13434,00152.wav,Wilsonia pusilla,Common Song,20.4491499696418,2851,21.7295081967213,7209,1.3,4358.5
13435,00153.wav,Wilsonia pusilla,Common Song,16.5539344262295,3302,18.134262295082,8699,1.6,5397.3
13436,00154.wav,Wilsonia pusilla,Common Song,46.7694882475454,3401,48.2035852424874,8323,1.4,4921.7
13437,00101.wav,Wilsonia pusilla,Common Song,6.05004796929965,3378,7.45658778381836,8756,1.4,5377.5
13438,00155.wav,Wilsonia pusilla,Common Song,20.6820549927641,3944,22.2166425470333,8626,1.5,4682.6
13439,00126.wav,Wilsonia pusilla,Common Song,43.8018696227664,3315,45.3370284579749,8522,1.5,5207
13440,00156.wav,Wilsonia pusilla,Common Song,1.8344776119403,3770,3.48910447761194,9045,1.7,5274.6
13441,00157.wav,Wilsonia pusilla,Common Song,35.700203889586,3930,37.3633155583438,8457,1.7,4527.6
13442,00125.wav,Wilsonia pusilla,Common Song,24.4718672069825,3961,26.0307044887781,8459,1.6,4497.8
13443,00158.wav,Wilsonia pusilla,Common Song,43.6519300560871,3830,45.262042230287,8462,1.6,4632.4
13444,00159.wav,Wilsonia pusilla,Common Song,1.23434480092772,3905,3.16737533822961,8712,1.9,4806.8
13445,00160.wav,Wilsonia pusilla,Common Song,35.6733621755253,3891,37.6469406674907,8479,2,4587.7
13446,00161.wav,Wilsonia pusilla,Common Song,23.2206872121856,3950,24.9067481402763,8158,1.7,4207.7
13447,00162.wav,Wilsonia pusilla,Common Song,26.4939065108514,3651,28.0227879799666,9163,1.5,5512.5
13448,00163.wav,Wilsonia pusilla,Common Song,29.4701086956522,3964,31.2164855072464,8384,1.7,4420.6
13449,00164.wav,Wilsonia pusilla,Common Song,28.7984569062853,3587,30.5445050809183,8644,1.7,5057.2
13450,00165.wav,Wilsonia pusilla,Common Song,22.2008152173913,3905,23.7725543478261,8436,1.6,4530.7
13451,00166.wav,Wilsonia pusilla,Common Song,10.2502686246418,3671,11.8255730659026,8820,1.6,5149.2
13452,00166.wav,Wilsonia pusilla,Common Song,19.7389246159343,3673,21.5255448374419,9020,1.8,5346.9
13454,00133.wav,Wilsonia pusilla,Common Song,4.261345053148,3757,6.0102207686018,8726,1.7,4968.7
13455,00167.wav,Wilsonia pusilla,Common Song,14.5784078315478,3801,16.136405615072,9076,1.6,5274.9
13456,00168.wav,Wilsonia pusilla,Common Song,24.6001447876448,3903,26.306064993565,8512,1.7,4608.6
13457,00169.wav,Wilsonia pusilla,Common Song,9.48667992047714,3597,11.139662027833,8538,1.7,4940.7
13458,00136.wav,Wilsonia pusilla,Common Song,42.4295774647887,3808,44.1479753521127,8747,1.7,4939.1
13459,00170.wav,Wilsonia pusilla,Common Song,22.6763713080169,3711,24.3542194092827,8794,1.7,5082.9
13460,00151.wav,Wilsonia pusilla,Common Song,19.9052621434079,3382,21.3220894371627,8323,1.4,4940
13461,00150.wav,Wilsonia pusilla,Common Song,3.91041218086743,3815,5.39303291294986,8493,1.5,4677.6
13462,00147.wav,Wilsonia pusilla,Common Song,3.82752110173256,3634,5.35317636605953,8318,1.5,4684.4
13463,00149.wav,Wilsonia pusilla,Common Song,52.0956070514643,4002,53.4832243389252,8334,1.4,4332.3
13464,00135.wav,Wilsonia pusilla,Common Song,25.4997748761819,3843,26.9375281404773,8391,1.4,4548.9
13465,00156.wav,Wilsonia pusilla,Common Song,1.71675712347354,3733,3.70601537765717,9004,2,5271
13466,00154.wav,Wilsonia pusilla,Common Song,46.7558436039099,3397,48.2665745856354,8415,1.5,5018.4
13467,00155.wav,Wilsonia pusilla,Common Song,20.6844190140845,3849,22.4081205985915,8516,1.7,4666.6
13468,00101.wav,Wilsonia pusilla,Common Song,5.85763888888889,3460,7.50863363363363,8719,1.7,5258.8
13469,00148.wav,Wilsonia pusilla,Common Song,42.358813559322,3927,43.7884745762712,8267,1.4,4340.6
13470,00163.wav,Wilsonia pusilla,Common Song,29.6648312611012,3967,31.0988454706927,8423,1.4,4456.8
